出現形,[細分類],[大分類],[ICDコード],[標準病名],[MedDRA],[抗がん剤有害事象],<間質性肺炎>,<末梢神経障害>,<手足症候群>,<嘔気>,<嘔吐>,<口内炎>,<空咳>
左頭痛,-1,-1,R51,頭痛,頭痛,頭痛,0,0,0,0,0,0,0
後頭部痛,-1,-1,R51,後頭部痛,頭痛,頭痛,0,0,0,0,0,0,0
前頭部痛,-1,-1,R51,前頭部痛,頭痛,頭痛,0,0,0,0,0,0,0
Ｇ１頭痛,-1,-1,R51,頭痛,頭痛,頭痛,0,0,0,0,0,0,0
発熱時頭痛,-1,-1,R51,頭痛,頭痛,頭痛,0,0,0,0,0,0,0
頭痛ｄ５,-1,-1,R51,頭痛,頭痛,頭痛,0,0,0,0,0,0,0
土日頭痛,-1,-1,R51,頭痛,頭痛,頭痛,0,0,0,0,0,0,0
頭重感,-1,-1,R51,頭重感,頭部不快感,頭部不快感,0,0,0,0,0,0,0
起床時頭重感,-1,-1,R51,頭重感,頭部不快感,頭部不快感,0,0,0,0,0,0,0
頭重,-1,-1,R51,頭重感,頭部不快感,頭部不快感,0,0,0,0,0,0,0
猫アレルギー,-1,-1,T784,アレルギー,動物アレルギー,[NOADE],0,0,0,0,0,0,0
動悸,動悸,心毒性,R002,動悸,動悸,動悸,0,0,0,0,0,0,0
軽度動悸,動悸,心毒性,R002,動悸,動悸,動悸,0,0,0,0,0,0,0
動悸発作,動悸,心毒性,R002,動悸,動悸,動悸,0,0,0,0,0,0,0
動悸症状,動悸,心毒性,R002,動悸,動悸,動悸,0,0,0,0,0,0,0
労作時動悸,動悸,心毒性,R002,動悸,動悸,動悸,0,0,0,0,0,0,0
動悸悪化傾向,動悸,心毒性,R002,動悸,動悸,動悸,0,0,0,0,0,0,0
動悸症状軽度,動悸,心毒性,R002,動悸,動悸,動悸,0,0,0,0,0,0,0
遷延一過性徐脈,不整脈,心毒性,R001,徐脈,洞性徐脈,洞性徐脈,0,0,0,0,0,0,0
洞性頻脈,不整脈;頻脈,心毒性;過敏症状,R000,洞頻脈,洞性頻脈,洞性頻脈,0,0,0,0,0,0,0
洞頻脈,不整脈;頻脈,心毒性;過敏症状,R000,洞頻脈,洞性頻脈,洞性頻脈,0,0,0,0,0,0,0
急性低音障害性難聴,-1,-1,H919,低音障害型難聴,難聴,難聴,0,0,0,0,0,0,0
異時性両側乳癌,-1,-1,C509,乳癌,[AMB],[NOADE],0,0,0,0,0,0,0
両側乳がん,-1,-1,C509,乳癌,[AMB],[NOADE],0,0,0,0,0,0,0
左進行乳がん,-1,-1,C509,乳癌,[AMB],[NOADE],0,0,0,0,0,0,0
左乳がんＳｔａｇｅＩＶ,-1,-1,C509,乳癌,[AMB],[NOADE],0,0,0,0,0,0,0
両側同時性乳がん,-1,-1,C509,乳癌,[AMB],[NOADE],0,0,0,0,0,0,0
ＴＮＢＣ,-1,-1,C509,乳癌,[AMB],[NOADE],0,0,0,0,0,0,0
右進行性乳癌,-1,-1,C509,進行乳癌,悪性新生物,[NOADE],0,0,0,0,0,0,0
右乳癌Ｃ領域,-1,-1,C509,乳癌,乳がん,[NOADE],0,0,0,0,0,0,0
右乳癌,-1,-1,C509,乳癌,乳癌,[NOADE],0,0,0,0,0,0,0
左乳癌,-1,-1,C509,乳癌,乳癌,[NOADE],0,0,0,0,0,0,0
乳癌,-1,-1,C509,乳癌,乳癌,[NOADE],0,0,0,0,0,0,0
原発：乳癌,-1,-1,C509,乳癌,乳癌,[NOADE],0,0,0,0,0,0,0
乳癌・ＨＥＲ２過剰発現,-1,-1,C509,ＨＥＲ２陽性乳癌,乳癌,[NOADE],0,0,0,0,0,0,0
両側乳癌,-1,-1,C509,乳癌,乳癌,[NOADE],0,0,0,0,0,0,0
乳がん,-1,-1,C509,乳癌,乳癌,[NOADE],0,0,0,0,0,0,0
右進行乳癌,-1,-1,C509,進行乳癌,乳癌,[NOADE],0,0,0,0,0,0,0
陽性乳癌,-1,-1,C509,乳癌,乳癌,[NOADE],0,0,0,0,0,0,0
異時両側乳癌,-1,-1,C509,乳癌,乳癌,[NOADE],0,0,0,0,0,0,0
右乳がん,-1,-1,C509,乳癌,乳癌,[NOADE],0,0,0,0,0,0,0
左乳がん,-1,-1,C509,乳癌,乳癌,[NOADE],0,0,0,0,0,0,0
右乳癌Ｃ,-1,-1,C509,乳癌,乳癌,[NOADE],0,0,0,0,0,0,0
左乳癌ＣＡ,-1,-1,C509,乳癌,乳癌,[NOADE],0,0,0,0,0,0,0
ＨＥＲ２陽性乳癌,-1,-1,C509,ＨＥＲ２陽性乳癌,乳癌,[NOADE],0,0,0,0,0,0,0
左右乳がん,-1,-1,C509,乳癌,乳癌,[NOADE],0,0,0,0,0,0,0
右多発乳癌,-1,-1,C509,乳癌,乳癌,[NOADE],0,0,0,0,0,0,0
左乳癌Ｔ２Ｎ１Ｍ０,-1,-1,C509,乳癌,乳癌,[NOADE],0,0,0,0,0,0,0
ＨＥＲ２乳癌,-1,-1,C509,ＨＥＲ２陽性乳癌,乳癌,[NOADE],0,0,0,0,0,0,0
右乳癌術後,-1,-1,C509,乳癌,乳癌,[NOADE],0,0,0,0,0,0,0
右乳房腫瘤,-1,-1,N63,乳房腫瘤,乳房腫瘤,乳房腫瘤,0,0,0,0,0,0,0
左乳腺腫瘍,-1,-1,D486,乳腺腫瘍,乳房腫瘤,乳房腫瘤,0,0,0,0,0,0,0
乳房内腫瘤再増大,-1,-1,N63,乳房腫瘤,乳房腫瘤,乳房腫瘤,0,0,0,0,0,0,0
尿混濁,-1,-1,R829,混濁尿,尿異常,尿異常,0,0,0,0,0,0,0
赤血球円柱,-1,-1,R829,尿中円柱,尿円柱陽性,尿円柱陽性,0,0,0,0,0,0,0
尿管結石,-1,-1,N201,尿管結石症,尿管結石,尿管結石,0,0,0,0,0,0,0
先週尿管結石,-1,-1,N201,尿管結石症,尿管結石,尿管結石,0,0,0,0,0,0,0
尿失禁,-1,-1,R32,尿失禁症,尿失禁,尿失禁,0,0,0,0,0,0,0
尿漏,-1,-1,R32,尿失禁症,尿失禁,尿失禁,0,0,0,0,0,0,0
夜間尿失禁,-1,-1,R32,尿失禁症,尿失禁,尿失禁,0,0,0,0,0,0,0
尿漏れ,-1,-1,R32,尿失禁症,尿失禁,尿失禁,0,0,0,0,0,0,0
尿蛋白,-1,-1,R80,蛋白尿,尿蛋白,尿蛋白,0,0,0,0,0,0,0
尿タンパク,-1,-1,R80,蛋白尿,尿蛋白,尿蛋白,0,0,0,0,0,0,0
尿潜血,-1,-1,R31,顕微鏡的血尿,尿中血陽性,尿中血陽性,0,0,0,0,0,0,0
尿潜血（＋）,-1,-1,R31,顕微鏡的血尿,尿中血陽性,尿中血陽性,0,0,0,0,0,0,0
尿潜血（±）,-1,-1,R31,顕微鏡的血尿,尿中血陽性,尿中血陽性,0,0,0,0,0,0,0
尿糖,-1,-1,R81,糖尿,尿中ブドウ糖陽性,尿糖,0,0,0,0,0,0,0
尿道痛,-1,-1,R398,尿道痛,尿道痛,尿道痛,0,0,0,0,0,0,0
濃縮尿,-1,-1,R829,濃縮尿,[AMB],尿比重増加,0,0,0,0,0,0,0
尿閉,-1,-1,R33,尿閉,尿閉,尿閉,0,0,0,0,0,0,0
悪阻,-1,-1,O210,悪阻,妊娠悪阻,妊娠悪阻,0,0,0,0,0,0,0
熱感,-1,-1,R232,ほてり,熱感,熱感,0,0,0,0,0,0,0
体熱感,-1,-1,R232,ほてり,熱感,熱感,0,0,0,0,0,0,0
軽度熱感,-1,-1,R232,ほてり,熱感,熱感,0,0,0,0,0,0,0
局所熱感,-1,-1,R232,ほてり,熱感,熱感,0,0,0,0,0,0,0
火傷,-1,-1,T300,熱傷,[AMB],熱傷,0,0,0,0,0,0,0
やけど,-1,-1,T300,熱傷,[AMB],熱傷,0,0,0,0,0,0,0
熱性けいれん,-1,-1,R560,熱性痙攣,熱性痙攣,熱性痙攣,0,0,0,0,0,0,0
複雑型熱性痙攣,-1,-1,R560,熱性痙攣,熱性痙攣,熱性痙攣,0,0,0,0,0,0,0
複雑型熱性けいれん,-1,-1,R560,熱性痙攣,熱性痙攣,熱性痙攣,0,0,0,0,0,0,0
熱性痙攣,-1,-1,R560,熱性痙攣,熱性痙攣,熱性痙攣,0,0,0,0,0,0,0
熱中症気味,-1,-1,T678,熱中症,熱中症,熱中症,0,0,0,0,0,0,0
粘液便,-1,-1,R195,粘液便,粘液便,粘液便,0,0,0,0,0,0,0
粘膜炎,-1,-1,[AMB],[AMB],粘膜の炎症,粘膜の炎症,0,0,0,0,0,0,0
粘膜障害,-1,-1,[AMB],[AMB],粘膜障害,粘膜障害,0,0,0,0,0,0,0
粘膜傷害,-1,-1,[AMB],[AMB],粘膜障害,粘膜障害,0,0,0,0,0,0,0
粘膜浮腫,-1,-1,R609,浮腫,粘膜浮腫,粘膜浮腫,0,0,0,0,0,0,0
脳血栓塞栓症,-1,-1,I749,血栓塞栓症,塞栓症,脳梗塞,0,0,0,0,0,0,0
脳梗塞,-1,-1,I639,脳梗塞,脳梗塞,脳梗塞,0,0,0,0,0,0,0
脳梗塞・急性期,-1,-1,I639,脳梗塞・急性期,脳梗塞,脳梗塞,0,0,0,0,0,0,0
脳梗塞・慢性期,-1,-1,I639,脳梗塞・慢性期,脳梗塞,脳梗塞,0,0,0,0,0,0,0
脳波異常,-1,-1,R940,異常脳波,脳波異常,脳波異常,0,0,0,0,0,0,0
膿,-1,-1,[AMB],[AMB],[AMB],膿,0,0,0,0,0,0,0
膿性痰,-1,-1,R093,膿性痰,膿性痰,膿性痰,0,0,0,0,0,0,0
黄色痰,-1,-1,R093,膿性痰,変色痰,膿性痰,0,0,0,0,0,0,0
排尿終末時痛,-1,-1,R309,排尿痛,[AMB],排尿困難,0,0,0,0,0,0,0
排尿時痛,-1,-1,R309,排尿痛,排尿困難,排尿困難,0,0,0,0,0,0,0
排尿痛,-1,-1,R309,排尿痛,排尿困難,排尿困難,0,0,0,0,0,0,0
排尿困難,-1,-1,R391,排尿困難,排尿困難,排尿困難,0,0,0,0,0,0,0
排尿困難感,-1,-1,R391,排尿困難,排尿困難,排尿困難,0,0,0,0,0,0,0
排尿遅延,-1,-1,R391,遅延性排尿,排尿困難,排尿困難,0,0,0,0,0,0,0
蓄尿不全,-1,-1,R391,排尿障害,排尿困難,排尿困難,0,0,0,0,0,0,0
排尿障害,-1,-1,R391,排尿障害,排尿困難,排尿障害,0,0,0,0,0,0,0
排便困難,-1,-1,R198,排便障害,[AMB],排便障害,0,0,0,0,0,0,0
排便困難感,-1,-1,R198,排便障害,[AMB],排便障害,0,0,0,0,0,0,0
排便トラブル,-1,-1,R198,排便障害,[AMB],排便障害,0,0,0,0,0,0,0
排便コントロール不良,-1,-1,R198,排便障害,[AMB],排便障害,0,0,0,0,0,0,0
排便障害,-1,-1,R198,排便障害,排便障害,排便障害,0,0,0,0,0,0,0
腰痛,-1,-1,M5456,腰痛症,[AMB],背部痛,0,0,0,0,0,0,0
背部痛,-1,-1,M5495,背部痛,背部痛,背部痛,0,0,0,0,0,0,0
腰部痛,-1,-1,M5456,腰痛症;腰腹痛,背部痛,背部痛,0,0,0,0,0,0,0
慢性背部痛,-1,-1,M5495,背部痛,背部痛,背部痛,0,0,0,0,0,0,0
背中痛,-1,-1,M5495,背部痛,背部痛,背部痛,0,0,0,0,0,0,0
アレルギ—性肺炎,-1,-1,J189,肺炎,[AMB],肺炎,0,0,0,0,0,0,0
慢性呼吸不全／肺炎,-1,-1,[AMB],[AMB],[MULTI],肺炎,0,0,0,0,0,0,0
網膜炎／肺炎,-1,-1,[AMB],[AMB],[MULTI],肺炎,0,0,0,0,0,0,0
肺炎／慢性心不全,-1,-1,[AMB],[AMB],[MULTI],肺炎,0,0,0,0,0,0,0
肺炎,-1,-1,J189,肺炎,肺炎,肺炎,0,0,0,0,0,0,0
閉塞性肺炎,-1,-1,J188,閉塞性肺炎,肺炎,肺炎,0,0,0,0,0,0,0
右閉塞性肺炎,-1,-1,J188,閉塞性肺炎,肺炎,肺炎,0,0,0,0,0,0,0
左閉塞性肺炎,-1,-1,J188,閉塞性肺炎,肺炎,肺炎,0,0,0,0,0,0,0
薬剤性肺炎,-1,-1,J704,薬剤性間質性肺炎,肺炎,肺炎,0,0,0,0,0,0,0
肺炎症状,-1,-1,J189,肺炎,肺炎,肺炎,0,0,0,0,0,0,0
性肺炎,-1,-1,J189,肺炎,肺炎,肺炎,0,0,0,0,0,0,0
右肺がん,-1,-1,C349,肺癌,肺癌,肺癌,0,0,0,0,0,0,0
肺機能検査異常,-1,-1,R942,肺機能検査異常,肺機能検査異常,肺機能検査異常,0,0,0,0,0,0,0
肺高血圧症,-1,-1,I270,肺高血圧症,肺高血圧症,肺高血圧症,0,0,0,0,0,0,0
肺塞栓,-1,-1,I269,肺塞栓症,肺塞栓症,肺塞栓症,0,0,0,0,0,0,0
肺血栓塞栓症,-1,-1,I269,肺血栓塞栓症,肺塞栓症,肺塞栓症,0,0,0,0,0,0,0
右肺腫瘤,-1,-1,R91,肺腫瘤,肺腫瘤,肺腫瘤,0,0,0,0,0,0,0
左肺腫瘤,-1,-1,R91,肺腫瘤,肺腫瘤,肺腫瘤,0,0,0,0,0,0,0
右肺上葉腫瘤,-1,-1,R91,肺腫瘤,肺腫瘤,肺腫瘤,0,0,0,0,0,0,0
右肺下葉腫瘤,-1,-1,R91,肺腫瘤,肺腫瘤,肺腫瘤,0,0,0,0,0,0,0
左肺下葉腫瘤,-1,-1,R91,肺腫瘤,肺腫瘤,肺腫瘤,0,0,0,0,0,0,0
肺腫瘤,-1,-1,R91,肺腫瘤,肺腫瘤,肺腫瘤,0,0,0,0,0,0,0
肺出血,-1,-1,R048,肺出血,肺出血,肺出血,0,0,0,0,0,0,0
肺障害,-1,-1,J984,急性肺障害,肺障害,肺障害,0,0,0,0,0,0,0
肺転移,-1,-1,C780,転移性肺腫瘍,肺転移,肺転移,0,0,0,0,0,0,0
多発肺転移,-1,-1,C780,転移性肺癌,肺転移,肺転移,0,0,0,0,0,0,0
多発性肺転移,-1,-1,C780,転移性肺癌,肺転移,肺転移,0,0,0,0,0,0,0
肺胞出血,-1,-1,R048,肺胞出血,肺胞出血,肺胞出血,0,0,0,0,0,0,0
右肺門リンパ節腫大,-1,-1,R590,肺門リンパ節腫脹,肺門リンパ節腫脹,肺門リンパ節腫脹,0,0,0,0,0,0,0
肺門部リンパ節腫脹,-1,-1,R590,肺門リンパ節腫脹,肺門リンパ節腫脹,肺門リンパ節腫脹,0,0,0,0,0,0,0
肺門部リンパ節腫大,-1,-1,R590,肺門リンパ節腫脹,肺門リンパ節腫脹,肺門リンパ節腫脹,0,0,0,0,0,0,0
肺門リンパ節腫脹,-1,-1,R590,肺門リンパ節腫脹,肺門リンパ節腫脹,肺門リンパ節腫脹,0,0,0,0,0,0,0
右肺門部腫瘤,-1,-1,R91,肺腫瘤,肺門腫瘤,肺門腫瘤,0,0,0,0,0,0,0
左肺門部腫瘤,-1,-1,R229,腫瘤,肺門腫瘤,肺門腫瘤,0,0,0,0,0,0,0
白血球低,-1,-1,D70,白血球減少症,白血球減少,白血球減少,0,0,0,0,0,0,0
ＷＢＣ異常高値,-1,-1,D728,白血球増加症,白血球障害,白血球数増加,0,0,0,0,0,0,0
白色便,-1,-1,R195,緑色便;黒色便,白色便,白色便,0,0,0,0,0,0,0
灰白色便,-1,-1,R195,緑色便;黒色便,白色便,白色便,0,0,0,0,0,0,0
右）白内障,-1,-1,H269,白内障,白内障,白内障,0,0,0,0,0,0,0
左）白内障,-1,-1,H269,白内障,白内障,白内障,0,0,0,0,0,0,0
発育異常,-1,-1,R629,発育異常,[AMB],発育遅延,0,0,0,0,0,0,0
発育不良,-1,-1,R628,発育不全,[AMB],発育不全,0,0,0,0,0,0,0
発汗,-1,-1,L749,発汗障害,発汗障害,発汗障害,0,0,0,0,0,0,0
全身発疹,-1,-1,R21,全身発疹,発疹,発疹,0,0,0,0,0,0,0
嗄声,-1,-1,R490,嗄声,発声障害,発声障害,0,0,0,0,0,0,0
発声困難,-1,-1,R490,発声困難,発声障害,発声障害,0,0,0,0,0,0,0
熱発,-1,-1,R509,発熱,[AMB],発熱,0,0,0,0,0,0,0
薬剤熱,-1,-1,R509,発熱,[AMB],発熱,0,0,0,0,0,0,0
弛張熱,-1,-1,R509,弛張熱,[AMB],発熱,0,0,0,0,0,0,0
３７．７度,-1,-1,R509,発熱,[AMB],発熱,0,0,0,0,0,0,0
高熱,-1,-1,R509,高熱,高熱,発熱,0,0,0,0,0,0,0
発熱,-1,-1,R509,発熱,発熱,発熱,0,0,0,0,0,0,0
微熱,-1,-1,R509,微熱,発熱,発熱,0,0,0,0,0,0,0
発熱持続,-1,-1,R509,発熱,発熱,発熱,0,0,0,0,0,0,0
微熱傾向,-1,-1,R509,微熱,発熱,発熱,0,0,0,0,0,0,0
夜間発熱,-1,-1,R509,発熱,発熱,発熱,0,0,0,0,0,0,0
台発熱,-1,-1,R509,発熱,発熱,発熱,0,0,0,0,0,0,0
再発熱,-1,-1,R509,発熱,発熱,発熱,0,0,0,0,0,0,0
軽度発熱,-1,-1,R509,発熱,発熱,発熱,0,0,0,0,0,0,0
母体発熱,-1,-1,R509,発熱,発熱,発熱,0,0,0,0,0,0,0
度台発熱,-1,-1,R509,発熱,発熱,発熱,0,0,0,0,0,0,0
度発熱,-1,-1,R509,発熱,発熱,発熱,0,0,0,0,0,0,0
不明熱,-1,-1,R509,不明熱,発熱,発熱,0,0,0,0,0,0,0
微熱持続,-1,-1,R509,微熱,発熱,発熱,0,0,0,0,0,0,0
反応熱,-1,-1,R509,発熱,発熱,発熱,0,0,0,0,0,0,0
血球減少,-1,-1,D619,汎血球減少症,汎血球減少症,汎血球減少症,0,0,0,0,0,0,0
疲労感,-1,-1,R53,疲労感,疲労,疲労,0,0,0,0,0,0,0
疲労,-1,-1,R53,疲労感,疲労,疲労,0,0,0,0,0,0,0
易疲労感,-1,-1,R53,易疲労感,疲労,疲労,0,0,0,0,0,0,0
疲れ,-1,-1,R53,疲労感,疲労,疲労,0,0,0,0,0,0,0
疲労Ｇ１,-1,-1,R53,疲労感,疲労,疲労,0,0,0,0,0,0,0
疲労Ｇ２,-1,-1,R53,疲労感,疲労,疲労,0,0,0,0,0,0,0
皮下結節,-1,-1,R229,皮下結節,皮下結節,皮下結節,0,0,0,0,0,0,0
たんこぶ,-1,-1,T140,皮下血腫,皮下血腫,皮下血腫,0,0,0,0,0,0,0
点状出血,-1,-1,R233,点状出血,点状出血,皮下出血,0,0,0,0,0,0,0
出血斑,-1,-1,R233,斑状出血,皮下出血,皮下出血,0,0,0,0,0,0,0
皮下出血斑,-1,-1,R233,皮下出血,皮下出血,皮下出血,0,0,0,0,0,0,0
皮下出血,-1,-1,R233,皮下出血,皮下出血,皮下出血,0,0,0,0,0,0,0
頭部皮膚つっぱり感,-1,-1,[AMB],[AMB],皮膚のつっぱり感,皮膚のつっぱり感,0,0,0,0,0,0,0
皮膚炎,-1,-1,L309,皮膚炎,皮膚炎,皮膚炎,0,0,0,0,0,0,0
皮膚炎症,-1,-1,L309,皮膚炎,皮膚炎,皮膚炎,0,0,0,0,0,0,0
皮膚壊死,-1,-1,R02,皮膚壊死,皮膚壊死,皮膚壊死,0,0,0,0,0,0,0
体全体乾燥,-1,-1,L853,乾皮症,[AMB],皮膚乾燥,0,0,0,0,0,0,0
頭部乾燥,-1,-1,L853,乾皮症,皮膚乾燥,皮膚乾燥,0,0,0,0,0,0,0
皮膚腫瘤,-1,-1,R229,皮膚腫瘤,皮膚腫瘤,皮膚腫瘤,0,0,0,0,0,0,0
皮膚結節,-1,-1,R229,皮膚結節,皮膚小結節,皮膚小結節,0,0,0,0,0,0,0
頭皮皮疹,-1,-1,R21,発疹,[AMB],皮膚障害,0,0,0,0,0,0,0
頭部皮疹,-1,-1,R21,発疹,[AMB],皮膚障害,0,0,0,0,0,0,0
靴ずれ,-1,-1,S908,靴ずれ,[AMB],皮膚障害,0,0,0,0,0,0,0
創部発赤,-1,-1,R21,発赤,[AMB],皮膚障害,0,0,0,0,0,0,0
全身発赤,-1,-1,R21,発赤,[AMB],皮膚障害,0,0,0,0,0,0,0
黒色皮疹,-1,-1,R21,発疹,[AMB],皮膚障害,0,0,0,0,0,0,0
逆むけ,-1,-1,[AMB],[AMB],逆むけ,皮膚障害,0,0,0,0,0,0,0
さかむけ,-1,-1,[AMB],[AMB],逆むけ,皮膚障害,0,0,0,0,0,0,0
色素沈着（伊藤白斑,-1,-1,L80,白斑,色素沈着障害,皮膚障害,0,0,0,0,0,0,0
頭皮発赤,-1,-1,[AMB],[AMB],皮膚障害,皮膚障害,0,0,0,0,0,0,0
皮膚剥離,-1,-1,T140,皮膚損傷;表皮剥離,皮膚剥脱,皮膚剥脱,0,0,0,0,0,0,0
表皮剥離,-1,-1,T140,表皮剥離,皮膚剥脱,皮膚剥脱,0,0,0,0,0,0,0
口唇落屑,-1,-1,R234,皮膚落屑,皮膚剥脱,皮膚剥脱,0,0,0,0,0,0,0
鱗屑,-1,-1,R234,鱗屑,皮膚剥脱,皮膚剥脱,0,0,0,0,0,0,0
剥離１度,-1,-1,[AMB],[AMB],皮膚剥脱,皮膚剥脱,0,0,0,0,0,0,0
皮膚変色,-1,-1,[AMB],[AMB],皮膚変色,皮膚変色,0,0,0,0,0,0,0
膚色調変化,-1,-1,[AMB],[AMB],皮膚変色,皮膚変色,0,0,0,0,0,0,0
頭皮痛,-1,-1,R529,疼痛,皮膚疼痛,皮膚疼痛,0,0,0,0,0,0,0
肥大型心筋症,-1,-1,I422,肥大型心筋症,肥大型心筋症,肥大型心筋症,0,0,0,0,0,0,0
年肥大型心筋症,-1,-1,I422,肥大型心筋症,肥大型心筋症,肥大型心筋症,0,0,0,0,0,0,0
上肥大型心筋症,-1,-1,I422,肥大型心筋症,肥大型心筋症,肥大型心筋症,0,0,0,0,0,0,0
風邪,-1,-1,J00,かぜ,[AMB],鼻咽頭炎,0,0,0,0,0,0,0
風邪症状,-1,-1,J00,感冒;急性鼻炎;かぜ,[AMB],鼻咽頭炎,0,0,0,0,0,0,0
風邪様症状,-1,-1,J00,かぜ,[AMB],鼻咽頭炎,0,0,0,0,0,0,0
風邪気味,-1,-1,J00,かぜ,[AMB],鼻咽頭炎,0,0,0,0,0,0,0
鼻炎,-1,-1,J310,鼻炎,鼻炎,鼻炎,0,0,0,0,0,0,0
鼻血,-1,-1,R040,鼻血,鼻出血,鼻出血,0,0,0,0,0,0,0
鼻出血,-1,-1,R040,鼻出血症;鼻血,鼻出血,鼻出血,0,0,0,0,0,0,0
左鼻出血,-1,-1,R040,鼻出血症,鼻出血,鼻出血,0,0,0,0,0,0,0
右鼻出血,-1,-1,R040,鼻出血症;鼻血,鼻出血,鼻出血,0,0,0,0,0,0,0
鼻出血症,-1,-1,R040,鼻出血症,鼻出血,鼻出血,0,0,0,0,0,0,0
左鼻閉,-1,-1,R448,鼻閉,鼻閉,鼻閉,0,0,0,0,0,0,0
右鼻閉,-1,-1,R448,鼻閉,鼻閉,鼻閉,0,0,0,0,0,0,0
両側鼻閉,-1,-1,R448,鼻閉,鼻閉,鼻閉,0,0,0,0,0,0,0
鼻閉,-1,-1,R448,鼻閉,鼻閉,鼻閉,0,0,0,0,0,0,0
鼻閉感,-1,-1,R448,鼻閉感,鼻閉,鼻閉,0,0,0,0,0,0,0
鼻水,-1,-1,J310,鼻汁,[AMB],鼻漏,0,0,0,0,0,0,0
鼻汁,-1,-1,J310,鼻汁,鼻漏,鼻漏,0,0,0,0,0,0,0
増鼻水,-1,-1,J310,鼻汁,鼻漏,鼻漏,0,0,0,0,0,0,0
正球性正色素性）貧血,-1,-1,D649,貧血,正色素性正球性貧血,貧血,0,0,0,0,0,0,0
貧血（＋）,貧血,血液毒性,[AMB],[AMB],貧血,貧血,0,0,0,0,0,0,0
貧血,貧血,血液毒性,D649,貧血,貧血,貧血,0,0,0,0,0,0,0
貧血症状,貧血,血液毒性,D649,貧血,貧血,貧血,0,0,0,0,0,0,0
貧血気味,貧血,血液毒性,D649,貧血,貧血,貧血,0,0,0,0,0,0,0
貧血傾向,貧血,血液毒性,D649,貧血,貧血,貧血,0,0,0,0,0,0,0
貧血Ｇ１,貧血,血液毒性,D649,貧血,貧血,貧血,0,0,0,0,0,0,0
貧血様症状,-1,-1,D649,貧血,貧血,貧血,0,0,0,0,0,0,0
貧血進行,貧血,血液毒性,D649,貧血,貧血,貧血,0,0,0,0,0,0,0
多呼吸,-1,-1,R068,多呼吸,頻呼吸,頻呼吸,0,0,0,0,0,0,0
頻呼吸,-1,-1,R068,頻呼吸,頻呼吸,頻呼吸,0,0,0,0,0,0,0
頻尿,-1,-1,R35,頻尿症,頻尿,頻尿,0,0,0,0,0,0,0
排尿頻回,-1,-1,R35,頻尿症,頻尿,頻尿,0,0,0,0,0,0,0
副作用（頻脈,不整脈;頻脈,心毒性;過敏症状,R000,頻脈症;洞頻脈,頻脈,頻脈,0,0,0,0,0,0,0
頻脈,不整脈;頻脈,心毒性;過敏症状,R000,頻脈症;洞頻脈,頻脈,頻脈,0,0,0,0,0,0,0
頻拍,不整脈;頻脈,心毒性;過敏症状,R000,頻拍症,頻脈,頻脈,0,0,0,0,0,0,0
頻脈発作,不整脈;頻脈,心毒性;過敏症状,R000,頻脈症,頻脈,頻脈,0,0,0,0,0,0,0
頻脈傾向,不整脈;頻脈,心毒性;過敏症状,R000,頻脈症,頻脈,頻脈,0,0,0,0,0,0,0
脈拍高値,不整脈;頻脈,心毒性;過敏症状,R000,頻脈症,頻脈,頻脈,0,0,0,0,0,0,0
頻脈性不整脈,不整脈;頻脈,心毒性;過敏症状,R000,頻脈性不整脈,頻脈性不整脈,頻脈性不整脈,0,0,0,0,0,0,0
不安,-1,-1,F419,不安障害,不安,不安,0,0,0,0,0,0,0
不安症,-1,-1,F411,不安神経症,不安,不安,0,0,0,0,0,0,0
心配,-1,-1,R452,心配,不安,不安,0,0,0,0,0,0,0
不安感,-1,-1,F419,不安障害,不安,不安,0,0,0,0,0,0,0
不育症,-1,-1,R628,不育症,[AMB],不育症,0,0,0,0,0,0,0
線維束性攣縮,-1,-1,R253,線維束性攣縮,不随意性筋収縮,不随意性筋収縮,0,0,0,0,0,0,0
不整脈,不整脈,心毒性,I499,不整脈,不整脈,不整脈,0,0,0,0,0,0,0
不正出血,-1,-1,N939,不正性器出血,不正子宮出血,不正子宮出血,0,0,0,0,0,0,0
夜間睡眠困難,-1,-1,G470,不眠症,不眠症,不眠症,0,0,0,0,0,0,0
夜間中途覚醒,-1,-1,G470,不眠症,不眠症,不眠症,0,0,0,0,0,0,0
不眠ｄａｙ,-1,-1,G470,不眠症,不眠症,不眠症,0,0,0,0,0,0,0
夜間覚醒,-1,-1,G470,不眠症,不眠症,不眠症,0,0,0,0,0,0,0
むくみ,-1,-1,R609,浮腫,[AMB],浮腫,0,0,0,0,0,0,0
皮下浮腫,-1,-1,R609,浮腫,[AMB],浮腫,0,0,0,0,0,0,0
周囲浮腫,-1,-1,R609,浮腫,[AMB],浮腫,0,0,0,0,0,0,0
むくみ少,-1,-1,R609,浮腫,[AMB],浮腫,0,0,0,0,0,0,0
むくん,-1,-1,R609,浮腫,[AMB],浮腫,0,0,0,0,0,0,0
むくみ＋,-1,-1,R609,浮腫,[AMB],浮腫,0,0,0,0,0,0,0
浮腫,-1,-1,R609,浮腫,浮腫,浮腫,0,0,0,0,0,0,0
軽度浮腫,-1,-1,R609,浮腫,浮腫,浮腫,0,0,0,0,0,0,0
浮腫状変化,-1,-1,R609,浮腫,浮腫,浮腫,0,0,0,0,0,0,0
